IID,sex,fa,mo,fid,pca1,pca2,pca3,pca4,pca5
104806,1,104950,104951,30,-0.0234,0.0241,-0.0414,-0.0092,-0.0238
104807,2,104950,104951,30,-0.0193,0.0198,-0.0323,-0.0036,-0.0217
104901,2,104933,104803,30,-0.0267,0.0311,-0.0452,-0.0055,-0.0112
104902,2,0,0,30,-0.0403,-0.0522,-0.0196,0.0573,0.0768
104903,2,0,0,30,-0.037,-0.0536,-0.0265,0.0663,0.0924
104904,2,30935,104807,30,-0.0325,0.0295,-0.0052,-0.0408,-0.0059
104905,2,104952,104953,30,0.0877,0.0045,-0.0079,-0.0053,-0.0015
104906,2,104806,104905,30,0.0435,0.0188,-0.0268,-0.008,-0.0138
104908,2,104911,104805,30,NA,NA,NA,NA,NA
104909,2,104911,104805,30,NA,NA,NA,NA,NA
104910,2,104911,104805,30,NA,NA,NA,NA,NA
104911,1,25920,25913,30,NA,NA,NA,NA,NA
104912,1,0,0,30,0.0424,0.0257,-0.0072,0.0245,-0.0255
104913,2,104912,104804,30,0.0031,0.0238,-0.0177,0.0202,-0.0211
104914,1,104911,104805,30,0.0883,0.0178,-0.0164,-0.0081,-0.0079
104915,1,30935,104807,30,NA,NA,NA,NA,NA
104916,2,30935,104807,30,-0.0299,0.0262,-0.01,-0.0389,-0.0046
104917,2,30944,104807,30,-0.0263,0.0141,-0.0198,-0.0284,-0.0114
104925,2,30935,104807,30,-0.029,0.0255,-0.0256,-0.0326,-0.0109
104926,1,30935,104807,30,NA,NA,NA,NA,NA
104927,1,104950,104951,30,-0.0181,0.0199,-0.0352,-0.002,-0.0245
104928,1,30935,104807,30,NA,NA,NA,NA,NA
104929,2,104950,104951,30,NA,NA,NA,NA,NA
104930,2,104952,104953,30,NA,NA,NA,NA,NA
104931,1,30935,104807,30,-0.027,0.0218,-0.0144,-0.0406,-0.0085
104932,2,30935,104807,30,-0.0261,0.0191,-0.0235,-0.0296,-0.0156
104933,1,0,0,30,-0.0257,0.042,-0.0575,-0.0192,-0.0124
104934,1,104933,104803,30,-0.0273,0.0326,-0.0476,-0.0038,-0.0036
104935,2,104954,104929,30,0.0078,-0.0107,-0.0302,0.0154,0.0213
104950,1,0,0,30,NA,NA,NA,NA,NA
104951,2,0,0,30,NA,NA,NA,NA,NA
104952,1,0,0,30,NA,NA,NA,NA,NA
104953,2,0,0,30,NA,NA,NA,NA,NA
104954,1,0,0,30,NA,NA,NA,NA,NA
104955,1,104101,104201,30,NA,NA,NA,NA,NA
105912,1,30935,104807,30,NA,NA,NA,NA,NA
28602,2,31901,31502,31,-0.0291,0.0261,-0.0217,0.031,-0.013
31101,2,31901,31502,31,-0.0215,0.0022,-0.0173,0.0328,-0.0108
31502,2,0,0,31,-0.0342,0.0273,-0.0293,0.0456,-0.0082
31901,1,0,0,31,NA,NA,NA,NA,NA
32501,1,0,0,32,-0.0366,-0.0454,-0.01,0.0264,0.0195
32502,2,0,0,32,NA,NA,NA,NA,NA
32607,1,32501,32502,32,-0.0271,-0.0094,-0.0119,0.0223,0.0076
32608,2,32501,32502,32,-0.0281,-0.0155,-0.0064,0.023,0.0141
34101,2,34501,34502,34,0.0362,0.0181,-0.0159,0.024,0.0032
34501,1,0,0,34,NA,NA,NA,NA,NA
34502,2,0,0,34,-0.0037,0.0361,-0.0124,0.0169,-0.0044
34601,2,34501,34502,34,NA,NA,NA,NA,NA
34606,2,34501,34502,34,0.0498,0.0176,-0.012,0.0217,0.0066
34701,2,34901,34606,34,NA,NA,NA,NA,NA
34702,2,34901,34606,34,NA,NA,NA,NA,NA
34703,1,34901,34606,34,0.0649,0.0197,-0.0082,0.0182,-0.012
34901,1,0,0,34,0.1088,0.0283,-0.001,0.0061,-0.0087
35101,2,35901,35902,35,0.2171,-0.0088,0.0058,-0.0061,0.0098
35601,2,35901,35902,35,0.2096,-0.0072,0.0033,-0.0028,0.008
35701,1,35802,35601,35,0.2292,-0.0097,0.0051,-0.0029,0.0105
35702,2,35802,35601,35,NA,NA,NA,NA,NA
35801,2,35903,35904,35,0.2125,-0.0148,0,-0.0028,0.0128
35802,1,35903,35904,35,0.2434,-0.0107,0.0054,-0.0063,0.0035
35901,1,35903,35904,35,NA,NA,NA,NA,NA
35902,2,0,0,35,NA,NA,NA,NA,NA
35903,1,0,0,35,NA,NA,NA,NA,NA
35904,2,0,0,35,NA,NA,NA,NA,NA
36101,1,36961,36502,36,-0.0397,-0.1343,0.0348,-0.0113,-0.0043
36201,2,0,0,36,0.1582,0.0024,-0.02,0.0201,-0.0122
36502,2,36950,36951,36,NA,NA,NA,NA,NA
36601,1,36961,36502,36,-0.0186,-0.0174,-0.0127,0.0291,0.0321
36602,2,36961,36502,36,NA,NA,NA,NA,NA
36603,1,36961,36502,36,-0.0395,-0.1264,0.0332,-0.013,-0.0237
36605,2,36961,36502,36,-0.035,-0.1296,0.033,-0.019,-0.0084
36606,1,36961,36502,36,-0.0369,-0.1284,0.033,-0.0163,-0.0199
36607,2,36961,36502,36,-0.0229,-0.1157,0.0321,-0.0076,-0.0256
36608,1,36961,36502,36,NA,NA,NA,NA,NA
36609,2,36961,36502,36,-0.0369,-0.1195,0.0324,-0.0132,-0.0106
36610,1,36961,36502,36,NA,NA,NA,NA,NA
36701,1,36965,36605,36,NA,NA,NA,NA,NA
36712,2,36606,36964,36,-0.0215,-0.1334,0.0374,-0.0216,-0.0414
36717,2,36958,36957,36,-0.0335,-0.1289,0.0382,-0.0221,-0.0497
36720,2,36958,36957,36,-0.0368,-0.1522,0.0465,-0.034,-0.0505
36722,2,36911,36607,36,NA,NA,NA,NA,NA
36723,2,36911,36607,36,NA,NA,NA,NA,NA
36725,1,36958,36957,36,NA,NA,NA,NA,NA
36802,1,36950,36951,36,NA,NA,NA,NA,NA
36803,2,36950,36951,36,-0.0406,-0.1237,0.0443,-0.0294,-0.0916
36901,1,36952,36803,36,NA,NA,NA,NA,NA
36902,1,36953,36903,36,NA,NA,NA,NA,NA
36903,2,36952,36803,36,-0.0251,-0.0461,0.018,-0.0103,-0.043
36904,2,36952,36803,36,-0.0228,-0.0451,0.0178,-0.0094,-0.0465
36905,2,36954,36904,36,-0.0136,-0.0166,0.0124,-0.002,-0.0365
36906,1,36908,36720,36,NA,NA,NA,NA,NA
36907,1,36901,36929,36,NA,NA,NA,NA,NA
36908,1,36960,36959,36,-0.0167,-0.0633,0.0194,-0.0116,-0.0369
36910,1,36960,36959,36,-0.0149,-0.0534,0.016,-0.012,-0.0353
36911,1,0,0,36,NA,NA,NA,NA,NA
36912,2,36961,36502,36,NA,NA,NA,NA,NA
36913,1,36911,36607,36,NA,NA,NA,NA,NA
36917,1,36961,36502,36,NA,NA,NA,NA,NA
36918,2,0,0,36,NA,NA,NA,NA,NA
36919,2,36917,36918,36,-0.0346,-0.1063,0.0342,-0.0504,-0.0552
36920,2,36917,36918,36,-0.0333,-0.1146,0.0337,-0.0575,-0.0541
36921,1,0,0,36,-0.0252,0.0387,-0.0534,0.055,-0.0173
36922,2,36802,36963,36,NA,NA,NA,NA,NA
36924,2,36932,36912,36,-0.0397,-0.1307,0.0354,-0.0406,-0.0426
36925,2,36961,36502,36,-0.0283,-0.0911,0.031,-0.0291,-0.0706
36926,1,36961,36502,36,-0.031,-0.1168,0.047,-0.0445,-0.093
36927,2,36917,36918,36,-0.03,-0.1085,0.0373,-0.0532,-0.0597
36928,1,36921,36920,36,NA,NA,NA,NA,NA
36929,2,0,0,36,NA,NA,NA,NA,NA
36930,2,36955,36925,36,-0.0338,-0.1272,0.0461,-0.0511,-0.0658
36931,2,36955,36925,36,-0.0352,-0.1137,0.0331,-0.0495,-0.0416
36932,1,0,0,36,NA,NA,NA,NA,NA
36950,1,0,0,36,NA,NA,NA,NA,NA
36951,2,0,0,36,NA,NA,NA,NA,NA
36952,1,0,0,36,NA,NA,NA,NA,NA
36953,1,0,0,36,NA,NA,NA,NA,NA
36954,1,0,0,36,NA,NA,NA,NA,NA
36955,1,0,0,36,NA,NA,NA,NA,NA
36957,2,0,0,36,NA,NA,NA,NA,NA
36958,1,0,0,36,NA,NA,NA,NA,NA
36959,2,36950,36951,36,NA,NA,NA,NA,NA
36960,1,0,0,36,NA,NA,NA,NA,NA
36961,1,0,0,36,NA,NA,NA,NA,NA
36962,1,36101,36201,36,NA,NA,NA,NA,NA
36963,2,0,0,36,NA,NA,NA,NA,NA
36964,2,0,0,36,NA,NA,NA,NA,NA
36965,1,0,0,36,NA,NA,NA,NA,NA
85301,2,36601,8510199,36,-0.0399,-0.1391,0.0335,-0.0129,-0.0078
85302,1,36601,8510199,36,-0.0417,-0.1434,0.0423,-0.0294,-0.0444
85303,1,36601,8510199,36,NA,NA,NA,NA,NA
8510199,2,0,0,36,NA,NA,NA,NA,NA
37101,1,0,0,37,0.1979,3.00E-04,0.0063,0.0071,0.0087
37201,2,0,0,37,0.1095,0.0177,-0.0175,0.0132,-0.0072
37301,1,37101,37201,37,NA,NA,NA,NA,NA
37302,1,37101,37201,37,NA,NA,NA,NA,NA
37303,1,37101,37201,37,0.1467,0.0071,-0.0078,0.012,-0.0015
38101,2,38501,38502,38,NA,NA,NA,NA,NA
38201,1,0,0,38,-0.0199,0.0165,-0.0316,0.0023,-0.0528
38501,1,0,0,38,NA,NA,NA,NA,NA
38502,2,38505,38907,38,NA,NA,NA,NA,NA
38505,1,38903,38904,38,NA,NA,NA,NA,NA
38506,2,0,0,38,0.055,-0.0348,-0.0142,0.0483,0.0571
38901,1,38903,38904,38,-0.0347,-0.1195,0.0208,-0.0505,-0.0124
38902,2,38906,38905,38,NA,NA,NA,NA,NA
38903,1,0,0,38,NA,NA,NA,NA,NA
38904,2,0,0,38,NA,NA,NA,NA,NA
38905,2,38505,38506,38,NA,NA,NA,NA,NA
38906,1,0,0,38,NA,NA,NA,NA,NA
38907,2,0,0,38,NA,NA,NA,NA,NA
38908,1,38201,38101,38,NA,NA,NA,NA,NA
39101,2,0,0,39,NA,NA,NA,NA,NA
40101,1,40906,40502,40,0.0228,0.0208,-0.0143,0.0098,-0.0042
40502,2,0,0,40,NA,NA,NA,NA,NA
40601,1,40906,40502,40,0.0207,0.0146,-0.011,0.0019,-0.005
40602,2,40906,40502,40,0.0167,0.0154,-0.0084,0.0048,-0.0075
40603,2,40906,40502,40,NA,NA,NA,NA,NA
40604,2,40906,40502,40,NA,NA,NA,NA,NA
40605,2,40906,40502,40,0.018,0.0148,-0.0099,0.0065,-0.0066
40606,2,40906,40502,40,0.0183,0.0126,-0.0101,0.0076,-8.00E-04
40702,1,40601,40903,40,NA,NA,NA,NA,NA
40703,1,40907,40603,40,NA,NA,NA,NA,NA
40802,1,40904,40905,40,0.0367,0.0165,-0.0122,0.0071,0.0041
40901,1,40802,40902,40,NA,NA,NA,NA,NA
40902,2,0,0,40,-0.0178,0.0128,-0.057,0.0732,0.0221
40903,2,0,0,40,-0.0456,0.0797,0.1007,-0.0427,0.0547
40904,1,0,0,40,NA,NA,NA,NA,NA
40905,2,0,0,40,NA,NA,NA,NA,NA
40906,1,40904,40905,40,NA,NA,NA,NA,NA
40907,1,0,0,40,NA,NA,NA,NA,NA
3801,1,41910,41903,41,0.1962,3.00E-04,0.0062,0.0069,0.0088
9997,1,0,0,41,NA,NA,NA,NA,NA
9998,2,0,0,41,NA,NA,NA,NA,NA
41101,2,41910,41911,41,-0.03,0.0266,-0.0118,0.006,-0.0168
41301,1,3801,41101,41,-0.0285,0.0311,-0.0131,0.0118,-0.0166
41603,1,41910,41911,41,-0.0297,0.0269,-0.0102,0.007,-0.0183
41605,2,41910,41911,41,NA,NA,NA,NA,NA
41606,2,41910,41911,41,-0.0306,0.0269,-0.0123,0.0124,-0.0122
41607,2,41910,41911,41,-0.0307,0.0254,-0.0155,0.0057,-0.0158
41608,1,41910,41911,41,-0.0309,0.0194,-0.0129,0.012,-0.0171
41701,1,41901,41606,41,0.0496,0.0183,-0.0035,0.0012,-0.0157
41702,1,41908,41909,41,-0.0055,0.0303,-0.0113,0.0178,-0.0116
41901,1,0,0,41,NA,NA,NA,NA,NA
41902,2,41910,41911,41,NA,NA,NA,NA,NA
41903,2,0,0,41,-0.038,0.048,-0.0102,0.0199,-0.0309
41904,2,41910,41903,41,-0.0322,0.0406,-0.0105,0.015,-0.0235
41905,2,41906,41904,41,NA,NA,NA,NA,NA
41906,1,0,0,41,0.0036,0.0331,-0.0203,0.034,-0.022
41907,2,41906,41904,41,-0.0174,0.0333,-0.019,0.0275,-0.0237
41908,1,0,0,41,NA,NA,NA,NA,NA
41909,2,41910,41903,41,NA,NA,NA,NA,NA
41910,1,0,0,41,NA,NA,NA,NA,NA
41911,2,0,0,41,NA,NA,NA,NA,NA
42101,1,42501,42502,42,0.0599,0.0202,-0.0152,0.0249,0.0047
42201,2,42903,42906,42,-0.0376,-0.0191,-0.0179,0.0187,0.0556
42501,1,0,0,42,0.0373,-0.0015,-0.0288,0.0397,0.0027
42502,2,0,0,42,0.1003,0.0287,-0.0031,0.0216,0.011
42601,1,42501,42502,42,0.073,0.0161,-0.0177,0.0335,0.0069
42602,1,42501,42502,42,0.0796,0.0139,-0.0133,0.0289,0.0042
42603,2,42501,42502,42,0.0664,0.0126,-0.0193,0.0304,-7.00E-04
42604,2,42501,42502,42,0.0712,0.0114,-0.0148,0.0362,0.0098
42605,2,42501,42502,42,0.0829,0.0107,-0.0181,0.032,0.0127
42606,1,42501,42502,42,0.0693,0.0096,-0.0184,0.0315,0.0123
42901,1,42903,42906,42,-0.0366,-0.0167,-0.0187,0.0144,0.0542
42902,1,42903,42906,42,-0.0401,-0.0187,-0.0162,0.0198,0.0435
42903,1,0,0,42,NA,NA,NA,NA,NA
42904,2,42901,42905,42,-0.0307,0.0082,-0.0255,-0.007,0.0255
42905,2,0,0,42,NA,NA,NA,NA,NA
42906,2,0,0,42,NA,NA,NA,NA,NA
42907,1,42101,42201,42,NA,NA,NA,NA,NA
43101,1,43501,43502,43,NA,NA,NA,NA,NA
43201,2,0,0,43,-0.0357,0.0395,-0.0362,0.0067,-0.0253
43501,1,43915,43916,43,NA,NA,NA,NA,NA
43502,2,43912,43911,43,0.0299,0.0127,-0.0134,0.018,-0.0052
43601,2,43501,43502,43,NA,NA,NA,NA,NA
43602,2,43501,43502,43,0.001,-0.02,-0.0084,0.0145,6.00E-04
43603,2,43501,43502,43,NA,NA,NA,NA,NA
43605,1,43501,43502,43,NA,NA,NA,NA,NA
43702,1,43901,43602,43,NA,NA,NA,NA,NA
43801,1,43912,43911,43,0.026,0.0141,-0.012,0.0148,-0.0077
43802,2,43912,43911,43,0.0203,0.0181,-0.0152,0.015,-0.0078
43901,1,0,0,43,NA,NA,NA,NA,NA
43903,1,43913,43904,43,-0.0232,-0.0295,-0.0031,0.0096,0.0287
43904,2,0,0,43,NA,NA,NA,NA,NA
43905,2,0,0,43,-0.0255,-0.0925,0.0036,0.0337,0.0821
43906,2,43801,43905,43,NA,NA,NA,NA,NA
43907,1,43801,43905,43,0.0151,-0.0378,-0.0012,0.0214,0.0316
43908,1,43913,43904,43,-0.0065,0.0232,-0.0117,0.0048,-0.0081
43909,2,43913,43904,43,NA,NA,NA,NA,NA
43910,2,43913,43904,43,-0.0098,0.0088,-0.0063,0.0214,0.0028
43911,2,0,0,43,NA,NA,NA,NA,NA
43912,1,0,0,43,NA,NA,NA,NA,NA
43913,1,43915,43916,43,NA,NA,NA,NA,NA
43914,1,43101,43201,43,NA,NA,NA,NA,NA
43915,1,0,0,43,NA,NA,NA,NA,NA
43916,2,0,0,43,NA,NA,NA,NA,NA
45101,2,45902,45903,45,-0.0072,-0.0239,-0.0069,0.006,0.0082
45301,1,45905,45101,45,0.0265,-0.0092,-0.0039,0.0051,-0.0045
45302,2,45905,45101,45,0.0189,-0.0053,-0.0067,0.0063,-0.0067
45601,2,45902,45903,45,1.00E-04,-0.0093,-0.0137,0.0068,0.0048
45602,1,45902,45903,45,-0.0092,-0.0088,-0.0136,0.0108,0.0126
45701,2,45904,45601,45,-2.00E-04,-0.0058,-0.013,0.0068,9.00E-04
45702,2,45904,45601,45,0.0062,-0.0065,-0.007,0.0105,0.0045
45703,2,45904,45601,45,NA,NA,NA,NA,NA
45704,1,45904,45601,45,-0.004,-1.00E-04,-0.0092,0.013,0.0057
45901,2,45907,45906,45,NA,NA,NA,NA,NA
45902,1,0,0,45,NA,NA,NA,NA,NA
45903,2,0,0,45,NA,NA,NA,NA,NA
45904,1,0,0,45,NA,NA,NA,NA,NA
45905,1,45907,45906,45,NA,NA,NA,NA,NA
45906,2,0,0,45,NA,NA,NA,NA,NA
45907,1,0,0,45,NA,NA,NA,NA,NA
46101,2,46905,46904,46,NA,NA,NA,NA,NA
46201,1,0,0,46,-0.006,-0.1292,0.0356,-0.0061,-0.0569
46301,1,46201,46101,46,NA,NA,NA,NA,NA
46601,1,46905,46904,46,NA,NA,NA,NA,NA
46602,2,46905,46904,46,NA,NA,NA,NA,NA
46603,2,46905,46904,46,NA,NA,NA,NA,NA
46604,1,46905,46904,46,NA,NA,NA,NA,NA
46701,1,46604,46902,46,-0.0415,0.0881,0.1431,-0.0371,0.0422
46702,1,46903,46602,46,NA,NA,NA,NA,NA
46703,1,46901,46603,46,-0.0386,0.0802,0.1185,-0.0263,0.0298
46901,1,0,0,46,-0.0424,0.0804,0.1144,-0.0228,0.0237
46902,2,0,0,46,NA,NA,NA,NA,NA
46903,1,0,0,46,NA,NA,NA,NA,NA
46904,2,0,0,46,NA,NA,NA,NA,NA
46905,1,0,0,46,NA,NA,NA,NA,NA
48101,2,48904,48905,48,-0.0156,0.0074,-0.0025,0.0201,-0.0177
48201,1,0,0,48,-0.0257,0.034,-0.0309,0.0173,-0.0239
48303,2,48201,48101,48,NA,NA,NA,NA,NA
48402,2,48901,48303,48,NA,NA,NA,NA,NA
48601,2,48904,48905,48,-0.0044,0.0092,-0.0075,0.0191,-0.0157
48602,1,48904,48905,48,-0.006,0.0076,-0.0054,0.0164,-0.0122
48701,2,48602,48903,48,-0.0147,0.0054,-0.0052,0.0152,0.0031
48901,1,0,0,48,-0.0412,0.0496,0.0017,0.0301,-0.0722
48902,1,48602,48903,48,-0.0171,0.0165,-0.0153,0.0128,-0.0065
48903,2,0,0,48,NA,NA,NA,NA,NA
48904,1,0,0,48,NA,NA,NA,NA,NA
48905,2,0,0,48,NA,NA,NA,NA,NA
49101,2,0,0,49,NA,NA,NA,NA,NA
50101,1,50905,50904,50,-0.0317,0.04,0.0192,7.00E-04,-4.00E-04
50201,2,50902,50901,50,-0.0508,0.1277,0.2601,-0.08,0.0918
50603,1,50905,50904,50,NA,NA,NA,NA,NA
50706,2,50603,50903,50,-0.0275,0.0167,-0.0067,0.01,-0.0112
50901,2,0,0,50,-0.0549,0.163,0.3611,-0.1147,0.1365
50902,1,0,0,50,NA,NA,NA,NA,NA
50903,2,0,0,50,NA,NA,NA,NA,NA
50904,2,0,0,50,NA,NA,NA,NA,NA
50905,1,0,0,50,NA,NA,NA,NA,NA
50906,1,50101,50201,50,NA,NA,NA,NA,NA
52101,1,0,0,52,NA,NA,NA,NA,NA
52201,2,52916,52901,52,NA,NA,NA,NA,NA
52901,2,52911,52912,52,NA,NA,NA,NA,NA
52902,2,52911,52912,52,-0.0343,-0.0458,0.0131,0.009,-0.0153
52903,2,52916,52901,52,-0.0352,-0.0029,-0.0075,0.0158,-0.0371
52904,1,52916,52901,52,NA,NA,NA,NA,NA
52905,2,52916,52901,52,-0.0352,-0.0062,0.0019,0.0143,-0.0356
52906,2,52916,52901,52,-0.037,-0.0113,0.003,0.0066,-0.047
52907,2,52915,52914,52,-0.0384,-0.139,0.0584,-0.0374,-0.0456
52908,1,52913,52907,52,NA,NA,NA,NA,NA
52909,2,52915,52914,52,-0.0297,-0.1548,0.0677,-0.051,-0.0702
52910,1,52913,52907,52,NA,NA,NA,NA,NA
52911,1,0,0,52,NA,NA,NA,NA,NA
52912,2,0,0,52,NA,NA,NA,NA,NA
52913,1,52911,52912,52,NA,NA,NA,NA,NA
52914,2,0,0,52,NA,NA,NA,NA,NA
52915,1,0,0,52,NA,NA,NA,NA,NA
52916,1,0,0,52,NA,NA,NA,NA,NA
52917,1,52101,52201,52,NA,NA,NA,NA,NA
53502,2,0,0,53,NA,NA,NA,NA,NA
55101,1,55501,55502,55,0.1139,-0.0049,-6.00E-04,0.0039,-0.0039
55201,2,55924,55909,55,0.0148,0,-0.0136,-0.0038,-0.0018
55501,1,0,0,55,NA,NA,NA,NA,NA
55502,2,0,0,55,NA,NA,NA,NA,NA
55901,2,55924,55909,55,0.0119,0.0059,-0.0122,0.0099,-0.0147
55902,1,55924,55909,55,0.005,-0.0048,-0.0185,-8.00E-04,-0.0067
55903,2,55924,55909,55,0.0086,-6.00E-04,-0.0141,0.0072,-0.0047
55904,2,55924,55909,55,NA,NA,NA,NA,NA
55905,1,0,0,55,-0.0452,0.0028,-0.0136,-0.0149,-0.1721
55906,2,55905,55901,55,-0.0096,-0.0193,-0.0066,0.0064,-0.0899
55907,2,55926,55921,55,NA,NA,NA,NA,NA
55908,2,55924,55909,55,0.0128,-0.0019,-0.0128,0.0061,-0.0046
55909,2,55922,55923,55,0.0382,-0.0054,-0.0132,0.0039,0.0025
55910,2,55924,55909,55,0.0085,0.0038,-0.0173,-0.0021,-0.009
55911,2,55920,55910,55,NA,NA,NA,NA,NA
55912,1,55915,55908,55,-0.0139,-0.0416,0.0083,-0.0143,-0.0396
55913,1,55922,55923,55,0.0463,1.00E-04,-0.0073,0.0093,0.0096
55914,2,55922,55923,55,NA,NA,NA,NA,NA
55915,1,0,0,55,-0.0357,-0.0693,0.0259,-0.0235,-0.067
55916,2,55924,55909,55,0.0078,0.0016,-0.0179,-8.00E-04,-0.0071
55917,2,55922,55923,55,NA,NA,NA,NA,NA
55918,2,55926,55921,55,-0.0189,-0.0041,-0.0216,-0.001,-0.0092
55919,1,55920,55910,55,0.0096,0.0059,-0.0235,0.0026,-0.0118
55920,1,0,0,55,NA,NA,NA,NA,NA
55921,2,0,0,55,NA,NA,NA,NA,NA
55922,1,0,0,55,NA,NA,NA,NA,NA
55923,2,0,0,55,NA,NA,NA,NA,NA
55924,1,55926,55921,55,NA,NA,NA,NA,NA
55925,1,55101,55201,55,NA,NA,NA,NA,NA
55926,1,0,0,55,NA,NA,NA,NA,NA
56101,2,56913,56914,56,0.006,-0.0395,-0.0036,0.0127,0.0184
56201,1,56909,56910,56,-0.032,0.0174,0.0045,0.003,0.0021
56301,2,56201,56101,56,-0.0126,-0.012,-0.0027,0.0102,0.0101
56302,1,56201,56101,56,NA,NA,NA,NA,NA
56601,1,56913,56914,56,NA,NA,NA,NA,NA
56602,2,56913,56914,56,0.0098,-0.0437,0.001,0.0121,0.0141
56603,2,56913,56914,56,0.0118,-0.0429,0.0049,0.0052,0.0066
56604,2,56913,56914,56,0.0068,-0.0332,-0.0054,0.0212,0.0208
56701,1,56601,56902,56,0.0347,-0.0154,-0.0103,0.0122,0.0159
56705,2,56915,56604,56,NA,NA,NA,NA,NA
56706,2,56915,56604,56,-0.006,-0.0047,-0.0096,0.0219,0.0085
56901,2,56909,56910,56,-0.0328,0.0124,0.0058,0.0028,-0.0025
56902,2,56911,56903,56,0.0697,0.0119,-0.0141,0.0054,-0.0056
56903,2,0,0,56,-0.0258,0.0404,-0.0347,0.0032,-0.0118
56904,1,0,0,56,NA,NA,NA,NA,NA
56905,2,56909,56910,56,-0.0243,0.0069,0.001,0.0131,0.007
56906,1,56904,56905,56,NA,NA,NA,NA,NA
56907,1,56904,56905,56,NA,NA,NA,NA,NA
56908,2,56912,56901,56,-0.0337,0.0217,-0.0044,0.0135,-0.0118
56909,1,0,0,56,NA,NA,NA,NA,NA
56910,2,0,0,56,NA,NA,NA,NA,NA
56911,1,0,0,56,NA,NA,NA,NA,NA
56912,1,0,0,56,NA,NA,NA,NA,NA
56913,1,0,0,56,NA,NA,NA,NA,NA
56914,2,0,0,56,NA,NA,NA,NA,NA
56915,1,0,0,56,NA,NA,NA,NA,NA
57101,1,57903,57502,57,0.0162,-0.0136,-0.0138,0.007,0.0053
57201,2,0,0,57,0.0056,0.0124,-0.023,0.0196,-0.0018
57502,2,57901,57902,57,0.0649,0.0145,-0.0089,0.007,-0.0062
57601,1,57903,57502,57,0.0223,-0.0166,-0.0054,0.0133,0.01
57602,1,57903,57502,57,NA,NA,NA,NA,NA
57901,1,0,0,57,NA,NA,NA,NA,NA
57902,2,0,0,57,NA,NA,NA,NA,NA
57903,1,0,0,57,NA,NA,NA,NA,NA
57904,1,57101,57201,57,NA,NA,NA,NA,NA
58101,1,0,0,58,NA,NA,NA,NA,NA
58201,2,0,0,58,NA,NA,NA,NA,NA
58901,1,58101,58201,58,NA,NA,NA,NA,NA
59101,2,59912,59911,59,-0.0324,0.0411,0.0286,-0.0064,-0.0011
59601,1,59912,59911,59,-0.0296,0.0395,0.016,-0.0025,0.0018
59602,1,59912,59911,59,NA,NA,NA,NA,NA
59603,1,59912,59911,59,-0.0312,0.0421,0.0295,-0.0052,0.004
59604,2,59912,59911,59,-0.0308,0.0349,0.0212,-0.0013,0
59605,1,59912,59911,59,-0.0321,0.0405,0.0197,-0.0056,0.0018
59606,1,59912,59911,59,-0.0324,0.0441,0.022,-0.0052,-4.00E-04
59703,2,59605,59901,59,-0.0135,0.0334,0.0033,0.0057,-0.0036
59704,2,59605,59901,59,-0.0142,0.0335,0.0057,0.0057,-0.0053
59705,1,59605,59901,59,NA,NA,NA,NA,NA
59709,2,59913,59604,59,-0.0323,0.0331,0.0095,0.0037,-0.0065
59710,2,59603,59903,59,-0.0387,0.0491,0.0089,0.0265,-0.0128
59901,2,0,0,59,-0.0022,0.0293,-0.0184,0.0207,-0.0145
59902,1,0,0,59,NA,NA,NA,NA,NA
59903,2,0,0,59,-0.0414,0.0595,-0.0109,0.0517,-0.0388
59904,2,59603,59903,59,NA,NA,NA,NA,NA
59911,2,0,0,59,NA,NA,NA,NA,NA
59912,1,0,0,59,NA,NA,NA,NA,NA
59913,1,0,0,59,NA,NA,NA,NA,NA
59914,1,59902,59709,59,NA,NA,NA,NA,NA
60101,2,60501,60916,60,NA,NA,NA,NA,NA
60301,2,106901,60101,60,-0.037,-0.0668,0.0016,0.0124,0.0424
60501,1,60920,60921,60,-0.0372,-0.0722,-0.0131,0.0109,0.0882
60602,1,60501,60916,60,-0.0395,-0.0849,-0.0158,0.0256,0.1112
60603,1,60501,60916,60,NA,NA,NA,NA,NA
60608,2,60501,60916,60,-0.034,-0.0633,-0.0082,0.0232,0.0746
60609,2,60501,60916,60,-0.0397,-0.0638,-0.0111,0.022,0.0844
60610,2,60501,60916,60,-0.0361,-0.058,-0.0157,0.0332,0.0979
60702,2,60602,60902,60,NA,NA,NA,NA,NA
60801,1,60920,60921,60,-0.0368,-0.0915,-0.0013,0.0157,0.0818
60802,2,60920,60921,60,-0.0401,-0.0828,-0.0092,0.012,0.1071
60803,2,60920,60921,60,-0.0351,-0.0876,-0.0083,0.0175,0.0932
60804,2,60919,60918,60,-0.0394,-0.0854,-0.0127,0.0328,0.1074
60901,1,60915,60804,60,-0.0366,-0.1189,0.0138,-0.0011,0.0512
60902,2,60917,60913,60,-0.0204,0.0028,-0.0128,0.0133,-0.0271
60903,2,60915,60804,60,-0.0371,-0.1127,0.0147,0.0065,0.0371
60911,2,60920,60921,60,NA,NA,NA,NA,NA
60912,2,60917,60913,60,NA,NA,NA,NA,NA
60913,2,0,0,60,NA,NA,NA,NA,NA
60915,1,0,0,60,NA,NA,NA,NA,NA
60916,2,60919,60918,60,NA,NA,NA,NA,NA
60917,1,0,0,60,NA,NA,NA,NA,NA
60918,2,0,0,60,NA,NA,NA,NA,NA
